Landfill_ID,Water_Body_Name,Distance_km
1833.0,"USGS 010965043 NASHUA RIVER DOWNSTREAM, PEPPERELL, MA",9931.657870697405
1833.0,"USGS 010965042 NASHUA RIVER UPSTREAM, PEPPERELL, MA",9932.069545366818
1833.0,"USGS 01108415 TAUNTON RIVER DOWNSTREAM, TAUNTON, MA",9993.890455412693
1833.0,"USGS 01108414 TAUNTON RIVER UPSTREAM, TAUNTON, MA",9992.91215477182
1833.0,"USGS 01095862 NASHUA RIVER NEAR MCPHERSON ROAD, SHIRLEY, MA",9945.508011090958
1833.0,"USGS 01098880 CONCORD RIVER NEAR LOWELL ROAD, CONCORD, MA",9944.72274276987
1833.0,"USGS 01362147 WRIGHT BROOK NEAR MOUNT WASHINGTON, MA",10058.65746221721
1833.0,"USGS 01097026 ASSABET RIVER AT POWDERMILL RD AT ACTON, MA",9950.034858266548
1833.0,"USGS 011006065 SHAWSHEEN RIVER AT BRIDGE STREET NR TEWKSBURY, MA",9926.02815939623
1833.0,"USGS 01108050 SAWMILL BROOK AT CONANT ST BRIDGEWATER, MA",9979.799221493726
1833.0,"USGS 01108055 SAWMILL BROOK AT ROUTE 28, BRIDGEWATER, MA",9981.149435030125
1833.0,"USGS 011006712 MERRIMACK RIVER NEAR HAVERHILL, MA",9904.606159739871
1833.0,"USGS 01107102 TOWN RIVER AT HAYWARD ST, BRIDGEWATER, MA",9975.786092484566
789.0,"USGS 01094450 NORTH NASHUA RIVER AT NORTH LEOMINSTER, MA",9944.189454025742
789.0,"USGS 01094455 NORTH NASHUA RIVER AT LEOMINSTER, MA",9945.507164782128
789.0,"USGS 01094950 STILLWATER RIVER AT WEST STERLING, MA",9956.326326318976
789.0,"USGS 01095920 NASHUA RIVER NEAR AYER, MA",9935.723662166862
789.0,"USGS 01096603 ASSABET RIVER NEAR WESTBOROUGH, MA",9966.686810043524
789.0,"USGS 01096870 ASSABET RIVER AT COX ST NEAR HUDSON, MA",9951.353212102824
789.0,"USGS 01097000 ASSABET RIVER AT MAYNARD, MA",9944.69631162384
789.0,"USGS 01097050 ASSABET RIVER AT MAIN ST NEAR CONCORD, MA",9940.115232746712
789.0,"USGS 01097390 ASSABET RIVER AT RT 2 NEAR CONCORD, MA",9939.257970517403
789.0,"USGS 01098704 WARD BROOK NEAR MARLBOROUGH, MA",9954.31029867419
789.0,"USGS 01098705 SEWAGE BROOK NEAR MARLBOROUGH, MA",9954.282474895717
789.0,"USGS 01099000 CONCORD RIVER AT LOWELL, MA",9919.68770175576
789.0,"USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",9917.892546052859
789.0,"USGS 01100500 MERRIMACK RIVER AT LAWRENCE, MA",9906.779098984787
789.0,"USGS 01103280 CHARLES RIVER AT MEDWAY, MA",9971.768757675743
789.0,"USGS 01103305 CHARLES RIVER NEAR MILLIS, MA",9971.456312153032
789.0,"USGS 01107100 TOWN RIVER AT BRIDGEWATER, MA",9970.948848162683
789.0,"USGS 01109650 BLACKSTONE RIVER RT 146 AT WORCESTER, MA",9977.16428340138
789.0,"USGS 01109660 BLACKSTONE RIVER NEAR MILLBURY, MA",9978.973560126213
789.0,"USGS 01170006 DEERFIELD R, STILLWATER BR, AT WEST DEERFIELD, MA",9976.82543904624
789.0,"USGS 01170150 GREEN RIVER NEAR GREENFIELD, MA",9964.2888091088
789.0,"USGS 01177000 CHICOPEE RIVER AT INDIAN ORCHARD, MA",10009.555241171534
789.0,"USGS 01181008 WESTFIELD RIVER AT HUNTINGTON, MA",10015.41719616801
789.0,"USGS 01185500 WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",10037.193267012522
789.0,"USGS 01197134 HOUSATONIC RIVER AT NEW LENOX, MA",10011.148754345817
789.0,"USGS 01197500 HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",10031.412535904048
789.0,"USGS 01332500 HOOSIC RIVER NEAR WILLIAMSTOWN, MA",9977.416448399123
789.0,"USGS 01096720 ASSABET RIVER AT BOUNDARY ST. NR NORTHBOROUGH, MA",9959.690450272765
789.0,"USGS 01095505 NASHUA RIVER 0.4 MI UPSTREAM RT 110 AT CLINTON, MA",9953.17222810807
789.0,"USGS 423033071185001 CONCORD R RT225 CARLISLE-BEDFORD, MA",9932.092913140825
789.0,USGS 423506071171401 CONCORD R POLLAND ST,9923.556743366162
789.0,USGS 421700071381901 ASSABET RIVER DS FROM WESTBOROUGH WTP AT ROUTE 9,9966.2972984954
789.0,"USGS 01096725 ASSABET RIVER, DS MARLBOROUGH WWTP",9959.232565477207
789.0,"USGS 01183610 WESTFIELD RIVER AT BRIDGE ST AT NORTH AGAWAM, MA",10019.964491255378
789.0,"USGS 01173515 WARE RIVER NEAR PALMER, MA.",9998.260517181634
789.0,"USGS 01100475 MERRIMACK R AT ABE BASHARA BOAT HOUSE LAWRENCE, MA",9908.810711032478
789.0,"USGS 01106444 SALISBURY PLAIN R NR MATFIELD ST E BRIDGEWATER, MA",9967.237932792343
789.0,"USGS 01106438 SALISBURY PLAIN R AT SARGENT'S WAY, BROCKTON, MA",9966.628232087542
789.0,"USGS 01095506 NASHUA RIVER AT ROUTE 110, CLINTON, MA",9952.810996887518
789.0,"USGS 01168305 COLD RIVER NEAR CHARLEMONT, MA",9976.17230737677
789.0,"USGS 01094445 NORTH NASHUA R NR LANIDES LN, E. FITCHBURG, MA",9943.617512766818
789.0,"USGS 01331393 HOOSIC RIVER NEAR GROVE STREET, ADAMS, MA",9986.758941383981
789.0,"USGS 01096876 ASSEBET RIVER AT ROUTE 62, HUDSON, MA",9950.15547104279
789.0,"USGS 01094465 NORTH NASHUA RIVER AT MECHANIC ST, LEOMINSTER, MA",9945.779834773077
789.0,"USGS 01109048 THREEMILE RIVER AT NORTON AVE, TAUNTON, MA",9983.886917212974
789.0,"USGS 01109043 THREEMILE RIVER AT CRANE ST, TAUNTON, MA",9982.765754474132
789.0,"USGS 01107799 NEMASKET RIVER AT PLYMOUTH ST, MIDDLEBOROUGH, MA",9976.627312638984
789.0,"USGS 01107798 NEMASKET R AT OLIVER MILL PARK, MIDDLEBOROUGH, MA",9977.755385487646
789.0,"USGS 01103139 CHARLES RIVER AT MELLEN STREET, MILFORD, MA",9978.046542800119
789.0,"USGS 01103138 CHARLES RIVER AT MILFORD SEWER PLANT, MILFORD, MA",9977.95283047358
789.0,"USGS 01166630 MILLERS RIVER AT BRIDGE STREET, MILLERS FALLS, MA",9966.710127871973
789.0,"USGS 010965043 NASHUA RIVER DOWNSTREAM, PEPPERELL, MA",9924.184015644798
789.0,"USGS 010965042 NASHUA RIVER UPSTREAM, PEPPERELL, MA",9924.593136911677
789.0,"USGS 01108415 TAUNTON RIVER DOWNSTREAM, TAUNTON, MA",9988.17507429839
789.0,"USGS 01108414 TAUNTON RIVER UPSTREAM, TAUNTON, MA",9987.205742511353
789.0,"USGS 01095862 NASHUA RIVER NEAR MCPHERSON ROAD, SHIRLEY, MA",9938.086192614102
789.0,"USGS 01098880 CONCORD RIVER NEAR LOWELL ROAD, CONCORD, MA",9937.85425643995
789.0,"USGS 01362147 WRIGHT BROOK NEAR MOUNT WASHINGTON, MA",10048.433826057142
789.0,"USGS 01097026 ASSABET RIVER AT POWDERMILL RD AT ACTON, MA",9943.067744716513
789.0,"USGS 011006065 SHAWSHEEN RIVER AT BRIDGE STREET NR TEWKSBURY, MA",9919.289699220695
789.0,"USGS 01108050 SAWMILL BROOK AT CONANT ST BRIDGEWATER, MA",9974.234342298148
789.0,"USGS 01108055 SAWMILL BROOK AT ROUTE 28, BRIDGEWATER, MA",9975.579081025962
789.0,"USGS 011006712 MERRIMACK RIVER NEAR HAVERHILL, MA",9897.847930078557
789.0,"USGS 01107102 TOWN RIVER AT HAYWARD ST, BRIDGEWATER, MA",9970.183998747727
794.0,"USGS 01094450 NORTH NASHUA RIVER AT NORTH LEOMINSTER, MA",9941.22930635354
794.0,"USGS 01094455 NORTH NASHUA RIVER AT LEOMINSTER, MA",9942.520268041462
794.0,"USGS 01094950 STILLWATER RIVER AT WEST STERLING, MA",9953.378395604039
794.0,"USGS 01095920 NASHUA RIVER NEAR AYER, MA",9932.612927097467
794.0,"USGS 01096603 ASSABET RIVER NEAR WESTBOROUGH, MA",9963.349695521389
794.0,"USGS 01096870 ASSABET RIVER AT COX ST NEAR HUDSON, MA",9947.999265312239
794.0,"USGS 01097000 ASSABET RIVER AT MAYNARD, MA",9941.242475726089
794.0,"USGS 01097050 ASSABET RIVER AT MAIN ST NEAR CONCORD, MA",9936.603371908788
794.0,"USGS 01097390 ASSABET RIVER AT RT 2 NEAR CONCORD, MA",9935.756508834773
794.0,"USGS 01098704 WARD BROOK NEAR MARLBOROUGH, MA",9950.845473127752
794.0,"USGS 01098705 SEWAGE BROOK NEAR MARLBOROUGH, MA",9950.811454793615
794.0,"USGS 01099000 CONCORD RIVER AT LOWELL, MA",9916.206209191307
794.0,"USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",9914.42755892718
794.0,"USGS 01100500 MERRIMACK RIVER AT LAWRENCE, MA",9903.173092877569
794.0,"USGS 01103280 CHARLES RIVER AT MEDWAY, MA",9967.973842531002
794.0,"USGS 01103305 CHARLES RIVER NEAR MILLIS, MA",9967.618912674458
794.0,"USGS 01107100 TOWN RIVER AT BRIDGEWATER, MA",9966.466476221138
794.0,"USGS 01109650 BLACKSTONE RIVER RT 146 AT WORCESTER, MA",9973.981617578385
794.0,"USGS 01109660 BLACKSTONE RIVER NEAR MILLBURY, MA",9975.765491435126
794.0,"USGS 01170006 DEERFIELD R, STILLWATER BR, AT WEST DEERFIELD, MA",9975.040181230945
794.0,"USGS 01170150 GREEN RIVER NEAR GREENFIELD, MA",9962.591276924793
794.0,"USGS 01177000 CHICOPEE RIVER AT INDIAN ORCHARD, MA",10007.292818989077
794.0,"USGS 01181008 WESTFIELD RIVER AT HUNTINGTON, MA",10013.692982176983
794.0,"USGS 01185500 WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",10035.616443133602
794.0,"USGS 01197134 HOUSATONIC RIVER AT NEW LENOX, MA",10010.068521502666
794.0,"USGS 01197500 HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",10030.348472961125
794.0,"USGS 01332500 HOOSIC RIVER NEAR WILLIAMSTOWN, MA",9976.488049720543
794.0,"USGS 01096720 ASSABET RIVER AT BOUNDARY ST. NR NORTHBOROUGH, MA",9956.378462327073
794.0,"USGS 01095505 NASHUA RIVER 0.4 MI UPSTREAM RT 110 AT CLINTON, MA",9950.023596198042
794.0,"USGS 423033071185001 CONCORD R RT225 CARLISLE-BEDFORD, MA",9928.52580900175
794.0,USGS 423506071171401 CONCORD R POLLAND ST,9920.021849015677
794.0,USGS 421700071381901 ASSABET RIVER DS FROM WESTBOROUGH WTP AT ROUTE 9,9962.963630875085
794.0,"USGS 01096725 ASSABET RIVER, DS MARLBOROUGH WWTP",9955.92111883298
794.0,"USGS 01183610 WESTFIELD RIVER AT BRIDGE ST AT NORTH AGAWAM, MA",10017.813850828261
794.0,"USGS 01173515 WARE RIVER NEAR PALMER, MA.",9995.772140842648
794.0,"USGS 01100475 MERRIMACK R AT ABE BASHARA BOAT HOUSE LAWRENCE, MA",9905.225215057366
794.0,"USGS 01106444 SALISBURY PLAIN R NR MATFIELD ST E BRIDGEWATER, MA",9962.807289869097
794.0,"USGS 01106438 SALISBURY PLAIN R AT SARGENT'S WAY, BROCKTON, MA",9962.246144179146
794.0,"USGS 01095506 NASHUA RIVER AT ROUTE 110, CLINTON, MA",9949.665195360158
794.0,"USGS 01168305 COLD RIVER NEAR CHARLEMONT, MA",9974.88651906391
794.0,"USGS 01094445 NORTH NASHUA R NR LANIDES LN, E. FITCHBURG, MA",9940.669782225708
794.0,"USGS 01331393 HOOSIC RIVER NEAR GROVE STREET, ADAMS, MA",9985.716677496594
794.0,"USGS 01096876 ASSEBET RIVER AT ROUTE 62, HUDSON, MA",9946.77836569035
794.0,"USGS 01094465 NORTH NASHUA RIVER AT MECHANIC ST, LEOMINSTER, MA",9942.774224030038
794.0,"USGS 01109048 THREEMILE RIVER AT NORTON AVE, TAUNTON, MA",9979.590806467568
794.0,"USGS 01109043 THREEMILE RIVER AT CRANE ST, TAUNTON, MA",9978.48996220532
794.0,"USGS 01107799 NEMASKET RIVER AT PLYMOUTH ST, MIDDLEBOROUGH, MA",9972.010642974583
794.0,"USGS 01107798 NEMASKET R AT OLIVER MILL PARK, MIDDLEBOROUGH, MA",9973.112246641542
794.0,"USGS 01103139 CHARLES RIVER AT MELLEN STREET, MILFORD, MA",9974.380909440191
794.0,"USGS 01103138 CHARLES RIVER AT MILFORD SEWER PLANT, MILFORD, MA",9974.29740776249
794.0,"USGS 01166630 MILLERS RIVER AT BRIDGE STREET, MILLERS FALLS, MA",9964.788379957961
794.0,"USGS 010965043 NASHUA RIVER DOWNSTREAM, PEPPERELL, MA",9921.09321964313
794.0,"USGS 010965042 NASHUA RIVER UPSTREAM, PEPPERELL, MA",9921.50429954707
794.0,"USGS 01108415 TAUNTON RIVER DOWNSTREAM, TAUNTON, MA",9983.75404888555
794.0,"USGS 01108414 TAUNTON RIVER UPSTREAM, TAUNTON, MA",9982.77786764464
794.0,"USGS 01095862 NASHUA RIVER NEAR MCPHERSON ROAD, SHIRLEY, MA",9934.95664259438
794.0,"USGS 01098880 CONCORD RIVER NEAR LOWELL ROAD, CONCORD, MA",9934.30494809538
794.0,"USGS 01362147 WRIGHT BROOK NEAR MOUNT WASHINGTON, MA",10047.437177277907
794.0,"USGS 01097026 ASSABET RIVER AT POWDERMILL RD AT ACTON, MA",9939.593516882778
794.0,"USGS 011006065 SHAWSHEEN RIVER AT BRIDGE STREET NR TEWKSBURY, MA",9915.640802065423
794.0,"USGS 01108050 SAWMILL BROOK AT CONANT ST BRIDGEWATER, MA",9969.698505121012
794.0,"USGS 01108055 SAWMILL BROOK AT ROUTE 28, BRIDGEWATER, MA",9971.047464073165
794.0,"USGS 011006712 MERRIMACK RIVER NEAR HAVERHILL, MA",9894.212905844495
794.0,"USGS 01107102 TOWN RIVER AT HAYWARD ST, BRIDGEWATER, MA",9965.676157702714
794.0,"USGS 01094450 NORTH NASHUA RIVER AT NORTH LEOMINSTER, MA",9941.22930635354
794.0,"USGS 01094455 NORTH NASHUA RIVER AT LEOMINSTER, MA",9942.520268041462
794.0,"USGS 01094950 STILLWATER RIVER AT WEST STERLING, MA",9953.378395604039
794.0,"USGS 01095920 NASHUA RIVER NEAR AYER, MA",9932.612927097467
794.0,"USGS 01096603 ASSABET RIVER NEAR WESTBOROUGH, MA",9963.349695521389
794.0,"USGS 01096870 ASSABET RIVER AT COX ST NEAR HUDSON, MA",9947.999265312239
794.0,"USGS 01097000 ASSABET RIVER AT MAYNARD, MA",9941.242475726089
794.0,"USGS 01097050 ASSABET RIVER AT MAIN ST NEAR CONCORD, MA",9936.603371908788
794.0,"USGS 01097390 ASSABET RIVER AT RT 2 NEAR CONCORD, MA",9935.756508834773
794.0,"USGS 01098704 WARD BROOK NEAR MARLBOROUGH, MA",9950.845473127752
794.0,"USGS 01098705 SEWAGE BROOK NEAR MARLBOROUGH, MA",9950.811454793615
794.0,"USGS 01099000 CONCORD RIVER AT LOWELL, MA",9916.206209191307
794.0,"USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",9914.42755892718
794.0,"USGS 01100500 MERRIMACK RIVER AT LAWRENCE, MA",9903.173092877569
794.0,"USGS 01103280 CHARLES RIVER AT MEDWAY, MA",9967.973842531002
794.0,"USGS 01103305 CHARLES RIVER NEAR MILLIS, MA",9967.618912674458
794.0,"USGS 01107100 TOWN RIVER AT BRIDGEWATER, MA",9966.466476221138
794.0,"USGS 01109650 BLACKSTONE RIVER RT 146 AT WORCESTER, MA",9973.981617578385
794.0,"USGS 01109660 BLACKSTONE RIVER NEAR MILLBURY, MA",9975.765491435126
794.0,"USGS 01170006 DEERFIELD R, STILLWATER BR, AT WEST DEERFIELD, MA",9975.040181230945
794.0,"USGS 01170150 GREEN RIVER NEAR GREENFIELD, MA",9962.591276924793
794.0,"USGS 01177000 CHICOPEE RIVER AT INDIAN ORCHARD, MA",10007.292818989077
794.0,"USGS 01181008 WESTFIELD RIVER AT HUNTINGTON, MA",10013.692982176983
794.0,"USGS 01185500 WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",10035.616443133602
794.0,"USGS 01197134 HOUSATONIC RIVER AT NEW LENOX, MA",10010.068521502666
794.0,"USGS 01197500 HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",10030.348472961125
794.0,"USGS 01332500 HOOSIC RIVER NEAR WILLIAMSTOWN, MA",9976.488049720543
794.0,"USGS 01096720 ASSABET RIVER AT BOUNDARY ST. NR NORTHBOROUGH, MA",9956.378462327073
794.0,"USGS 01095505 NASHUA RIVER 0.4 MI UPSTREAM RT 110 AT CLINTON, MA",9950.023596198042
794.0,"USGS 423033071185001 CONCORD R RT225 CARLISLE-BEDFORD, MA",9928.52580900175
794.0,USGS 423506071171401 CONCORD R POLLAND ST,9920.021849015677
794.0,USGS 421700071381901 ASSABET RIVER DS FROM WESTBOROUGH WTP AT ROUTE 9,9962.963630875085
794.0,"USGS 01096725 ASSABET RIVER, DS MARLBOROUGH WWTP",9955.92111883298
794.0,"USGS 01183610 WESTFIELD RIVER AT BRIDGE ST AT NORTH AGAWAM, MA",10017.813850828261
794.0,"USGS 01173515 WARE RIVER NEAR PALMER, MA.",9995.772140842648
794.0,"USGS 01100475 MERRIMACK R AT ABE BASHARA BOAT HOUSE LAWRENCE, MA",9905.225215057366
794.0,"USGS 01106444 SALISBURY PLAIN R NR MATFIELD ST E BRIDGEWATER, MA",9962.807289869097
794.0,"USGS 01106438 SALISBURY PLAIN R AT SARGENT'S WAY, BROCKTON, MA",9962.246144179146
794.0,"USGS 01095506 NASHUA RIVER AT ROUTE 110, CLINTON, MA",9949.665195360158
794.0,"USGS 01168305 COLD RIVER NEAR CHARLEMONT, MA",9974.88651906391
794.0,"USGS 01094445 NORTH NASHUA R NR LANIDES LN, E. FITCHBURG, MA",9940.669782225708
794.0,"USGS 01331393 HOOSIC RIVER NEAR GROVE STREET, ADAMS, MA",9985.716677496594
794.0,"USGS 01096876 ASSEBET RIVER AT ROUTE 62, HUDSON, MA",9946.77836569035
794.0,"USGS 01094465 NORTH NASHUA RIVER AT MECHANIC ST, LEOMINSTER, MA",9942.774224030038
794.0,"USGS 01109048 THREEMILE RIVER AT NORTON AVE, TAUNTON, MA",9979.590806467568
794.0,"USGS 01109043 THREEMILE RIVER AT CRANE ST, TAUNTON, MA",9978.48996220532
794.0,"USGS 01107799 NEMASKET RIVER AT PLYMOUTH ST, MIDDLEBOROUGH, MA",9972.010642974583
794.0,"USGS 01107798 NEMASKET R AT OLIVER MILL PARK, MIDDLEBOROUGH, MA",9973.112246641542
794.0,"USGS 01103139 CHARLES RIVER AT MELLEN STREET, MILFORD, MA",9974.380909440191
794.0,"USGS 01103138 CHARLES RIVER AT MILFORD SEWER PLANT, MILFORD, MA",9974.29740776249
794.0,"USGS 01166630 MILLERS RIVER AT BRIDGE STREET, MILLERS FALLS, MA",9964.788379957961
794.0,"USGS 010965043 NASHUA RIVER DOWNSTREAM, PEPPERELL, MA",9921.09321964313
794.0,"USGS 010965042 NASHUA RIVER UPSTREAM, PEPPERELL, MA",9921.50429954707
794.0,"USGS 01108415 TAUNTON RIVER DOWNSTREAM, TAUNTON, MA",9983.75404888555
794.0,"USGS 01108414 TAUNTON RIVER UPSTREAM, TAUNTON, MA",9982.77786764464
794.0,"USGS 01095862 NASHUA RIVER NEAR MCPHERSON ROAD, SHIRLEY, MA",9934.95664259438
794.0,"USGS 01098880 CONCORD RIVER NEAR LOWELL ROAD, CONCORD, MA",9934.30494809538
794.0,"USGS 01362147 WRIGHT BROOK NEAR MOUNT WASHINGTON, MA",10047.437177277907
794.0,"USGS 01097026 ASSABET RIVER AT POWDERMILL RD AT ACTON, MA",9939.593516882778
794.0,"USGS 011006065 SHAWSHEEN RIVER AT BRIDGE STREET NR TEWKSBURY, MA",9915.640802065423
794.0,"USGS 01108050 SAWMILL BROOK AT CONANT ST BRIDGEWATER, MA",9969.698505121012
794.0,"USGS 01108055 SAWMILL BROOK AT ROUTE 28, BRIDGEWATER, MA",9971.047464073165
794.0,"USGS 011006712 MERRIMACK RIVER NEAR HAVERHILL, MA",9894.212905844495
794.0,"USGS 01107102 TOWN RIVER AT HAYWARD ST, BRIDGEWATER, MA",9965.676157702714
794.0,"USGS 01094450 NORTH NASHUA RIVER AT NORTH LEOMINSTER, MA",9941.22930635354
794.0,"USGS 01094455 NORTH NASHUA RIVER AT LEOMINSTER, MA",9942.520268041462
794.0,"USGS 01094950 STILLWATER RIVER AT WEST STERLING, MA",9953.378395604039
794.0,"USGS 01095920 NASHUA RIVER NEAR AYER, MA",9932.612927097467
794.0,"USGS 01096603 ASSABET RIVER NEAR WESTBOROUGH, MA",9963.349695521389
794.0,"USGS 01096870 ASSABET RIVER AT COX ST NEAR HUDSON, MA",9947.999265312239
794.0,"USGS 01097000 ASSABET RIVER AT MAYNARD, MA",9941.242475726089
794.0,"USGS 01097050 ASSABET RIVER AT MAIN ST NEAR CONCORD, MA",9936.603371908788
794.0,"USGS 01097390 ASSABET RIVER AT RT 2 NEAR CONCORD, MA",9935.756508834773
794.0,"USGS 01098704 WARD BROOK NEAR MARLBOROUGH, MA",9950.845473127752
794.0,"USGS 01098705 SEWAGE BROOK NEAR MARLBOROUGH, MA",9950.811454793615
794.0,"USGS 01099000 CONCORD RIVER AT LOWELL, MA",9916.206209191307
794.0,"USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",9914.42755892718
794.0,"USGS 01100500 MERRIMACK RIVER AT LAWRENCE, MA",9903.173092877569
794.0,"USGS 01103280 CHARLES RIVER AT MEDWAY, MA",9967.973842531002
794.0,"USGS 01103305 CHARLES RIVER NEAR MILLIS, MA",9967.618912674458
794.0,"USGS 01107100 TOWN RIVER AT BRIDGEWATER, MA",9966.466476221138
794.0,"USGS 01109650 BLACKSTONE RIVER RT 146 AT WORCESTER, MA",9973.981617578385
794.0,"USGS 01109660 BLACKSTONE RIVER NEAR MILLBURY, MA",9975.765491435126
794.0,"USGS 01170006 DEERFIELD R, STILLWATER BR, AT WEST DEERFIELD, MA",9975.040181230945
794.0,"USGS 01170150 GREEN RIVER NEAR GREENFIELD, MA",9962.591276924793
